time,headline,sentiment,confidence,details
01:12:26,Hong Kong’s largest digital bank launches retail crypto trading,0,0.03428571428571428,"{'vader': {'headline': {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}, 'summary': {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}, 'full': {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}}, 'textblob': {'headline': 0.0, 'summary': 0.2857142857142857, 'full': 0.14285714285714285}, 'market': 0.0}"
01:11:44,Axie Infinity game developer Sky Mavis lays off 21% of workforce,0,0.09572727272727273,"{'vader': {'headline': {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}, 'summary': {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}, 'full': {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}}, 'textblob': {'headline': -0.4, 'summary': -0.13181818181818183, 'full': -0.22121212121212122}, 'market': 0.0}"
01:00:36,Bitcoin’s $100K dream on hold: How bears are keeping BTC stuck in a loop,0,0.08000000000000002,"{'vader': {'headline': {'neg': 0.125, 'neu': 0.75, 'pos': 0.125, 'compound': 0.0}, 'summary': {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}, 'full': {'neg': 0.074, 'neu': 0.852, 'pos': 0.074, 'compound': 0.0}}, 'textblob': {'headline': 0.0, 'summary': 0.0, 'full': 0.0}, 'market': 0.5}"
00:30:52,Metaplanet wraps crypto media deal months after buying first Bitcoin,0,0.06428571428571428,"{'vader': {'headline': {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}, 'summary': {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}, 'full': {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}}, 'textblob': {'headline': 0.25, 'summary': 0.2857142857142857, 'full': 0.26785714285714285}, 'market': 0.0}"
00:30:05,Latam Insights Encore: El Salvador Is Uniquely Positioned to Become the Microstrategy of Nation States,0,0.09,"{'vader': {'headline': {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}, 'summary': {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}, 'full': {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}}, 'textblob': {'headline': 0.375, 'summary': 0.375, 'full': 0.375}, 'market': 0.0}"
00:19:36,New Satoshi theory suggests it’s been the ‘2010 megawhale’ all along,0,0.050649350649350645,"{'vader': {'headline': {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}, 'summary': {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}, 'full': {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}}, 'textblob': {'headline': 0.13636363636363635, 'summary': 0.2857142857142857, 'full': 0.21103896103896103}, 'market': 0.0}"
00:17:38,Chill Guy Meme Coin Pumps Another 50% as Creator Fights Back,0,0.11157,"{'vader': {'headline': {'neg': 0.213, 'neu': 0.787, 'pos': 0.0, 'compound': -0.4019}, 'summary': {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}, 'full': {'neg': 0.08, 'neu': 0.92, 'pos': 0.0, 'compound': -0.4019}}, 'textblob': {'headline': 0.0, 'summary': 0.05, 'full': 0.03333333333333333}, 'market': 0.0}"
00:08:35,Solana (SOL) Bulls Stay in Control: Rally Far From Over?,1,0.6025,"{'vader': {'headline': {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}, 'summary': {'neg': 0.0, 'neu': 0.721, 'pos': 0.279, 'compound': 0.8625}, 'full': {'neg': 0.0, 'neu': 0.775, 'pos': 0.225, 'compound': 0.8625}}, 'textblob': {'headline': 0.1, 'summary': 0.15, 'full': 0.13999999999999999}, 'market': 2.5}"
00:00:20,Bitcoin faces market erosion! Altcoins rise to power,1,0.32000000000000006,"{'vader': {'headline': {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}, 'summary': {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}, 'full': {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}}, 'textblob': {'headline': 0.0, 'summary': 0.0, 'full': 0.0}, 'market': 2.0}"
